name,gameplayMain,gameplayMainExtra,gameplayCompletionist,imageUrl,id
Final Fantasy XV Complete Edition,25.5,56,117,https://howlongtobeat.com/games/53305_FINAL_FANTASY_XV_WINDOWS_EDITION.jpg,53305
Hollow Knight,25.5,38.5,54.5,https://howlongtobeat.com/games/Hollow_Knight_collection_branding.jpg,26286
The Bards Tale Trilogy,24,49,129,https://howlongtobeat.com/games/59950_The_Bards_Tale_Trilogy.jpg,59950
The Hunter Call of the Wild,23,90,130,https://howlongtobeat.com/games/43633_theHunter_Call_of_the_Wild.jpg,43633
Gears Tactics,23,31,40.5,https://howlongtobeat.com/games/57740_Gears_Tactics.jpg,57740
Starbound,21.5,56,156,https://howlongtobeat.com/games/Starbound_292x136.jpg,9149
We Happy Few,21,42.5,64,https://howlongtobeat.com/games/We_Happy_Few_logo.jpg,27102
Stellaris,20.5,46.5,62.5,https://howlongtobeat.com/games/37186_Stellaris.jpg,37186
Enter the Gungeon,20,50,155,https://howlongtobeat.com/games/35549_Enter_the_Gungeon.jpg,35549
Wargroove,20,38.5,73,https://howlongtobeat.com/games/61653_Wargroove.jpg,61653
Undermine,19,29.5,45,https://howlongtobeat.com/games/69349_Undermine.jpg,69349
The Long Dark,18.5,46.5,152,https://howlongtobeat.com/games/The_Long_Dark_header.jpg,21471
Surviving Mars,18.5,39.5,129,https://howlongtobeat.com/games/45951_Surviving_Mars.jpg,45951
Yakuza Kiwami 2,18.5,34.5,74,https://howlongtobeat.com/games/49620_Yakuza_kiwami_2.png,49620
Viva Piata,18.5,31.5,51,https://howlongtobeat.com/games/250px-Viva_pinyata.jpg,10976
Alien Isolation,18.5,23,32.5,https://howlongtobeat.com/games/Alien_Isolation.jpg,16638
The Dark Crystal Age of Resistance Tactics,18.5,23,0,https://howlongtobeat.com/games/69525_The_Dark_Crystal_Age_of_Resistance_Tactics.jpg,69525
Indivisible,18,22.5,28.5,https://howlongtobeat.com/games/27434_Indivisible.jpg,27434
Astroneer,17.5,39.5,67.5,https://howlongtobeat.com/games/42182_Astroneer.jpg,42182
State of Decay YearOne,17.5,23,83,https://howlongtobeat.com/games/State_of_Decay_Year-One_header.jpg,28182
Spintires MudRunner,17.5,22,37,https://howlongtobeat.com/games/50209_Spintires_MudRunner.jpg,50209
Mass Effect,17,28.5,44.5,https://howlongtobeat.com/games/Mass_Effect_poster.jpg,5698
Disneyland Adventures,16,17,28.5,https://howlongtobeat.com/games/Disneyland_Adventures.jpg,4994
BanjoKazooie Nuts  Bolts,15.5,23.5,44.5,https://howlongtobeat.com/games/Banjokazooiecover.jpg,836
Outer Wilds,15.5,20,22.5,https://howlongtobeat.com/games/57527_Outer_Wilds.jpg,57527
Slime Rancher,15,22.5,42,https://howlongtobeat.com/games/33740_Slime_Rancher.jpg,33740
Endless Legend,14.5,25.5,51.5,https://howlongtobeat.com/games/EndlessLegend.jpg,18226
Worms WMD,14.5,17,24.5,https://howlongtobeat.com/games/39481_Worms_WMD.jpg,39481
Forager,14,20.5,27.5,https://howlongtobeat.com/games/62412_Forager.jpg,62412
Moonlighter,14,20,25,https://howlongtobeat.com/games/56787_Moonlighter.jpg,56787
The Bards Tale 2004,14,18,29.5,https://howlongtobeat.com/games/Bardstalebox.jpg,9772
Ninja Gaiden II 2008,14,18,26.5,https://howlongtobeat.com/games/Ninja_Gaiden_II360.jpg,6626
Alice Madness Returns,14,16,22.5,https://howlongtobeat.com/games/AliceMadnessReturns.jpg,340
Zoo Tycoon Ultimate Animal Collection,14,15,82,https://howlongtobeat.com/games/52069_Zoo_Tycoon_Ultimate_Animal_Collection.jpg,52069
Bloodstained Ritual of the Night,13.5,19.5,33.5,https://howlongtobeat.com/games/Bloodstained_ritual_of_the_night_logo.png,26266
Darksiders Genesis,13.5,19.5,28.5,https://howlongtobeat.com/games/68043_Darksiders_Genesis.jpg,68043
Children of Morta,13.5,17,27.5,https://howlongtobeat.com/games/Children-of-Morta.jpg,22534
The Walking Dead  A Telltale Games Series,13.5,0,0,https://howlongtobeat.com/games/The_Walking_Dead-game-cover.jpg,10250
Dead Cells,13,26,84.5,https://howlongtobeat.com/games/45727_Dead_Cells.jpg,45727
Supraland,13,17,23,https://howlongtobeat.com/games/62224_Supraland.jpg,62224
Bridge Constructor Portal,13,17,18.5,https://howlongtobeat.com/games/51365_Bridge_Constructor_Portal.jpg,51365
Dishonored 2,12.5,22.5,44,https://howlongtobeat.com/games/dishonored2.jpg,26731
Plants vs Zombies Garden Warfare 2,12.5,10,121,https://howlongtobeat.com/games/PvZ_Garden_Warfare_2.jpg,33632
Destiny 2,12,29,120,https://howlongtobeat.com/games/43894_Destiny_2.png,43894
ReCore,12,19,36,https://howlongtobeat.com/games/26789_ReCore.jpg,26789
Control,11.5,18,25.5,https://howlongtobeat.com/games/57507_Control.jpg,57507
Eastshade,11.5,13,13.5,https://howlongtobeat.com/games/65001_Eastshade.jpg,65001
Drake Hollow,11.5,12,0,https://howlongtobeat.com/games/82637_Drake_Hollow.jpg,82637
West of Dead,11.5,0,37,https://howlongtobeat.com/games/77696_West_of_Dead.jpg,77696
Alan Wake,11,14.5,26,https://howlongtobeat.com/games/Alan-wake-0.jpg,319
BanjoKazooie,11,14.5,15,https://howlongtobeat.com/games/250px-BanjoKazooieCover500px.jpg,834
The Messenger 2018,11,14,15,https://howlongtobeat.com/games/60176_The_Messenger.jpg,60176
VA11 HallA Cyberpunk Bartender Action,11,13.5,18.5,https://howlongtobeat.com/games/2732592-mainVA-11HALL-A.jpg,25099
Grim Fandango Remastered,11,0,0,https://howlongtobeat.com/games/Grim_Fandango_Remastered_header.jpg,23473
Slay the Spire,10.5,42,231,https://howlongtobeat.com/games/51390_Slay_the_Spire.jpg,51390
Neon Abyss,10.5,31,0,https://howlongtobeat.com/games/77366_Neon_Abyss.jpg,77366
Streets of Rogue,10.5,21.5,34,https://howlongtobeat.com/games/44813_Streets_of_Rogue.jpg,44813
Gears 5,10.5,14,17.5,https://howlongtobeat.com/games/57422_Gears_5.jpg,57422
Star Renegades,10.5,12,0,https://howlongtobeat.com/games/71955_Star_Renegades.jpg,71955
Frostpunk,10,20.5,44.5,https://howlongtobeat.com/games/41585_Frostpunk.jpg,41585
Sniper Elite 4,10,16,32.5,https://howlongtobeat.com/games/40715_Sniper_Elite_4.jpg,40715
Quantum Break,10,13,18.5,https://howlongtobeat.com/games/Quantum_Break_cover.jpg,19853
Gears of War 2,10,12.5,60,https://howlongtobeat.com/games/256px-Gow2_offbox.jpg,3863
Crysis,10,12.5,13.5,https://howlongtobeat.com/games/Crysis_Cover.jpg,2068
Nowhere Prophet,10,12,0,https://howlongtobeat.com/games/69248_Nowhere_Prophet.jpg,69248
Haven 2020,10,11.5,15,https://howlongtobeat.com/games/80569_Haven_(2020).jpg,80569
For The King,9.5,32.5,89.5,https://howlongtobeat.com/games/45024_For_The_King.jpg,45024
Hello Neighbor,9.5,17.5,21,https://howlongtobeat.com/games/40794_Hello_Neighbor.jpg,40794
Gears of War 3,9.5,12.5,19,https://howlongtobeat.com/games/250px-Gears_of_War_3_box_artwork.png,3865
Resident Evil 7 Biohazard,9.5,11.5,22,https://howlongtobeat.com/games/38051_Resident_Evil_VII.jpg,38051
Kameo Elements of Power,9.5,11.5,14,https://howlongtobeat.com/games/Kameocover.jpg,4921
Deaths Gambit,9.5,11.5,13.5,https://howlongtobeat.com/games/Deaths_Gambit_header.jpg,25040
Skate 3,9,26,38,https://howlongtobeat.com/games/256px-Skate-3-Boxart.jpg,8599
Brtal Legend,9,14,24,https://howlongtobeat.com/games/256px-BrutalLegendCover.jpg,1345
Screamride,9,14,0,https://howlongtobeat.com/games/Screamride_cover_art.jpg,21715
Crysis 2,9,12,15,https://howlongtobeat.com/games/Crysis_2_cover.png,2069
Halo Wars,9,11.5,38.5,https://howlongtobeat.com/games/Halo_wars.png,4267
Gears of War 4,9,11.5,14,https://howlongtobeat.com/games/Gears_of_War_4.jpg,26788
Crossing Souls,9,9,10,https://howlongtobeat.com/games/25103_Crossing_Souls.jpg,25103
Void Bastards,8.5,12,20.5,https://howlongtobeat.com/games/67475_Void_Bastards.jpg,67475
Halo 3,8.5,11.5,17.5,https://howlongtobeat.com/games/256px-Halo_3_final_boxshot.JPG,4263
Ori and the Blind Forest Definitive Edition,8.5,10.5,12,https://howlongtobeat.com/games/36755_Ori_and_the_Blind_Forest_Definitive_Edition.jpg,36755
Shadows of the Damned,8.5,10,19.5,https://howlongtobeat.com/games/ShadowsOfTheDamned.jpg,8368
Wasteland Remastered,8,24,27,https://howlongtobeat.com/games/74755_Wasteland_Remastered.jpg,74755
Shadow Warrior 2,8,15.5,22.5,https://howlongtobeat.com/games/39740_Shadow_Warrior_2.jpg,39740
Celeste,8,13.5,37.5,https://howlongtobeat.com/games/42818_Celeste.jpg,42818
Halo Reach,8,13,53.5,https://howlongtobeat.com/games/Halo-_Reach_box_art.png,4271
Halo 5 Guardians,8,12.5,22.5,https://howlongtobeat.com/games/Halo_5_Guardians.png,19267
Halo Wars 2,8,12.5,20.5,https://howlongtobeat.com/games/37985_Halo_Wars_2.jpg,37985
Perfect Dark Zero,8,11.5,20,https://howlongtobeat.com/games/250px-Perfect_Dark_Zero_Coverart.png,6967
Halo 4,8,10.5,29,https://howlongtobeat.com/games/Halo_4_box_artwork.png,4265
Halo 2 Anniversary,8,10.5,16.5,https://howlongtobeat.com/games/Halo_2_Anniv.jpg,22622
Soulcalibur VI,7.5,19,33,https://howlongtobeat.com/games/60106_Soulcalibur_vi.jpeg,60106
Battlefield Bad Company,7.5,11.5,56,https://howlongtobeat.com/games/Bfbc-360-cover.png,945
Alvastia Chronicles,7.5,11,16,https://howlongtobeat.com/games/67659_Alvastia_Chronicles.jpg,67659
Knights And Bikes,7.5,9,0,https://howlongtobeat.com/games/67984_Knights_and_bikes.jpg,67984
Hellblade Senuas Sacrifice,7.5,8,9,https://howlongtobeat.com/games/41638_Hellblade_Senuas_Sacrifice.jpg,41638
Dungeon of the Endless,7,19,54.5,https://howlongtobeat.com/games/DungeonoftheEndless.jpg,17454
Naruto to Boruto Shinobi Striker,7,15,17.5,https://howlongtobeat.com/games/61474_Naruto_to_Boruto_Shinobi_Striker.jpg,61474
Downwell,7,13,15.5,https://howlongtobeat.com/games/Downwell_header.jpg,31178
World War Z 2019,7,11.5,20,https://howlongtobeat.com/games/64828_World_War_Z.jpg,64828
Journey to the Savage Planet,7,10.5,15.5,https://howlongtobeat.com/games/68368_Journey_to_the_Savage_Planet.jpg,68368
Battlefield Bad Company 2,7,10.5,15,https://howlongtobeat.com/games/Bc2lowres.jpg,946
Halo 3 ODST,7,9,25,https://howlongtobeat.com/games/Halo_3_ODST_Box_Art.png,4264
Broforce,7,9,15,https://howlongtobeat.com/games/Broforce_292x136.jpg,17638
River City Girls,7,8.5,15.5,https://howlongtobeat.com/games/69993_River_City_Girls.jfif,69993
Gears of War Judgment,7,8,9.5,https://howlongtobeat.com/games/Gears_of_War-_Judgment_cover.jpg,3867
Wizard of Legend,6.5,16,23,https://howlongtobeat.com/games/26294_Wizard_of_legend.jpg,26294
Overcooked 2,6.5,10.5,14.5,https://howlongtobeat.com/games/57518_Overcooked_2.jpeg,57518
Crackdown 3,6.5,10,24,https://howlongtobeat.com/games/38828_Crackdown_3.jpg,38828
Ryse Son of Rome,6.5,8.5,19,https://howlongtobeat.com/games/Ryse_box_art.jpg,14345
Costume Quest 2,6.5,7.5,9.5,https://howlongtobeat.com/games/CostumeQuest2header.jpg,21537
Peggle 2,6,12.5,40.5,https://howlongtobeat.com/games/peggle_2_xbox.png,15272
Battlefield 4 ,6,8,13,https://howlongtobeat.com/games/Battlefield_4.jpg,942
Medal of Honor Airborne,6,8,11.5,https://howlongtobeat.com/games/250px-MoH_Airborne_cover_PC_DVD.jpg,5777
Astrologaster,6,8,11,https://howlongtobeat.com/games/67977_Astrologaster.jpg,67977
Max The Curse of Brotherhood,6,7,9.5,"https://howlongtobeat.com/games/250px-Max,_The_Curse_of_Brotherhood_box_art.jpg",15464
Death Squared,6,7,9,https://howlongtobeat.com/games/47424_Death_Squared.jpg,47424
Observation,6,6.5,7,https://howlongtobeat.com/games/67287_Observation.jpg,67287
Carto,6,6,6.5,https://howlongtobeat.com/games/80570_Carto.jpg,80570
Lonely Mountains Downhill,5.5,14.5,35.5,https://howlongtobeat.com/games/71406_Lonely_Mountains_Downhill.jpg,71406
Human Fall Flat,5.5,10,20.5,https://howlongtobeat.com/games/38887_Human_Fall_Flat.jpg,38887
Hypnospace Outlaw,5.5,9,15,https://howlongtobeat.com/games/65593_Hypnospace_Outlaw.jpg,65593
Yes Your Grace,5.5,8,10.5,https://howlongtobeat.com/games/71500_Yes_Your_Grace.jpg,71500
Kona,5.5,7.5,9.5,https://howlongtobeat.com/games/20888_Kona.jpg,20888
Zumas Revenge,5,9,19,https://howlongtobeat.com/games/ZumasRevenge.jpg,11611
Halo Spartan Strike,5,8.5,12.5,https://howlongtobeat.com/games/Halo_Spartan_Strike_cover_art.jpg,22540
Touhou Luna Nights,5,6.5,9.5,https://howlongtobeat.com/games/60261_Touhou_Luna_Nights.jpg,60261
Blair Witch,5,6,7,https://howlongtobeat.com/games/68319_Blair_Witch.jfif,68319
The Turing Test,5,6,6,https://howlongtobeat.com/games/38891_the_turing_test.jpg,38891
The Touryst,5,5.5,6,https://howlongtobeat.com/games/70671_The_touryst.jpg,70671
Machinarium,5,5.5,6,https://howlongtobeat.com/games/Machinarium-cover_art.png,5478
Levelhead,5,0,41,https://howlongtobeat.com/games/76093_Levelhead.jpg,76093
Zuma,5,0,24,https://howlongtobeat.com/games/Zumacover.jpg,11609
Bejeweled 3,4.5,12,42,https://howlongtobeat.com/games/256px-Bejeweled_3.png,1001
Fight Night Champion,4.5,12,40.5,https://howlongtobeat.com/games/Fight_Night_Champion.jpg,3463
Descenders,4.5,12,0,https://howlongtobeat.com/games/55598_Descenders.jpg,55598
Moving Out,4.5,7.5,13,https://howlongtobeat.com/games/75031_Moving_Out.jpg,75031
Oxenfree,4.5,5.5,13,https://howlongtobeat.com/games/Oxenfree_header.jpg,33620
Katana ZERO,4.5,5.5,8,https://howlongtobeat.com/games/33020_Katana_ZERO.jpg,33020
Sea Salt,4.5,4.5,0,https://howlongtobeat.com/games/72036_Sea_Salt.jpg,72036
Night Call,4,8,14.5,https://howlongtobeat.com/games/69216_Night_Call.jfif,69216
Momodora Reverie Under the Moonlight,4,5.5,9.5,https://howlongtobeat.com/games/35555_Momodora_Reverie_Under_the_Moonlight.jpg,35555
Mother Russia Bleeds,4,5.5,7,https://howlongtobeat.com/games/22543_Mother_Russia_Bleeds.png,22543
My Friend Pedro,4,5,6.5,https://howlongtobeat.com/games/57520_My_Friend_Pedro.jpg,57520
Battletoads 2020,4,5,6.5,https://howlongtobeat.com/games/80699_Battletoads_(2020).jpg,80699
Carrion,4,5,5.5,https://howlongtobeat.com/games/68169_Carrion.jpg,68169
Call of the Sea,4,5,0,https://howlongtobeat.com/games/77918_Call_of_the_Sea.jpg,77918
Full Throttle Remastered,4,4,4.5,https://howlongtobeat.com/games/44400_Full_Throttle_Remastered.jpg,44400
Marvel vs Capcom Infinite,3.5,5.5,9.5,https://howlongtobeat.com/games/44114_Marvel_vs_Capcom_Infinite.png,44114
Clustertruck,3.5,5,8,https://howlongtobeat.com/games/40215_Clustertruck.jpg,40215
Double Dragon Neon,3.5,4.5,11.5,https://howlongtobeat.com/games/Double_Dragon_Neon_promotional_poster.jpg,2727
Five Nights at Freddys 2,3,9.5,24,https://howlongtobeat.com/games/FiveNightsatFreddys2_header.jpg,22612
Heave Ho,3,7,10,https://howlongtobeat.com/games/70193_Heave_Ho.jpg,70193
Streets of Rage 4,3,6,21.5,https://howlongtobeat.com/games/76482_Streets_of_Rage_4.jpg,76482
Untitled Goose Game,3,4,5,https://howlongtobeat.com/games/66086_Untitled_Goose_Game.jpg,66086
Sea of Solitude,3,4,5,https://howlongtobeat.com/games/25029_Sea_of_Solitude.jpg,25029
Gato Roboto,3,4,4,https://howlongtobeat.com/games/67569_Gato_Roboto.jpg,67569
Pikuniku,3,3.5,5,https://howlongtobeat.com/games/64060_Pikuniku.jpg,64060
Double Kick Heroes,3,0,7.5,https://howlongtobeat.com/games/53061_Double_Kick_Heroes.jpg,53061
Power Rangers Battle for the Grid,2.5,6,0,https://howlongtobeat.com/games/65929_Power_Rangers_Battle_for_the_Grid.jpeg,65929
HyperDot,2.5,4,6.5,https://howlongtobeat.com/games/77188_HyperDot.jpg,77188
Five Nights at Freddys 4,2.5,3,4,https://howlongtobeat.com/games/Five_Nights_at_Freddys_4_header.jpg,28975
Feeding Frenzy 2 Shipwreck Showdown,2.5,2.5,3,https://howlongtobeat.com/games/Feedingfrenzy2cover.jpg,3426
The Gardens Between,2.5,2.5,2.5,https://howlongtobeat.com/games/56088_The_Gardens_Between.jpg,56088
Goat Simulator,2,5.5,9,https://howlongtobeat.com/games/Goat_Simulator.jpg,17536
Five Nights at Freddys 3,2,3.5,4.5,https://howlongtobeat.com/games/Five_Nights_at_Freddys_3_header.jpg,24456
Ape Out,2,3,10.5,https://howlongtobeat.com/games/56938_Ape_Out.jpg,56938
Five Nights at Freddys,2,3,6,https://howlongtobeat.com/games/FiveNightsatFreddys.jpg,20811
What Remains of Edith Finch,2,2.5,3,https://howlongtobeat.com/games/45392_What_Remains_of_Edith_Finch.jpg,45392
Xeno Crisis,1.5,5.5,0,https://howlongtobeat.com/games/71596_Xeno_Crisis.jpg,71596
Totally Reliable Delivery Service,1,10,0,https://howlongtobeat.com/games/69333_Totally_Reliable_Delivery_Service.jpg,69333
Hotshot Racing,1,3,7,https://howlongtobeat.com/games/75537_Hotshot_Racing.jpg,75537
Ticket to Ride,1,2.5,11.5,https://howlongtobeat.com/games/Tickettoride_logo.jpg,10330
Fractured Minds,1,1,1,https://howlongtobeat.com/games/72380_Fractured_Minds.jpg,72380
Pandemic The Board Game,1,0,23.5,https://howlongtobeat.com/games/47069_Pandemic_The_Board_Game.jpg,47069
MechWarrior 5 Mercenaries,0,44,60,https://howlongtobeat.com/games/67949_Mechwarrior_5.jpg,67949
Vambrace Cold Soul,0,19,0,https://howlongtobeat.com/games/67877_Vambrace_Cold_Soul.jpg,67877
Age of Empires III Definitive Edition,0,0,43,https://howlongtobeat.com/games/83883_Age_of_Empires_III_Definitive_Edition.jpg,83883
Golf With Your Friends,0,0,16,https://howlongtobeat.com/games/34956_Golf_With_Friends.jpg,34956
The Jackbox Party Pack 4,0,0,16,https://howlongtobeat.com/games/50275_The_Jackbox_Party_Pack_4.jpg,50275
Bleeding Edge,0,0,6.5,https://howlongtobeat.com/games/68093_Bleeding_Edge.jpg,68093
Secret Neighbor,0,0,3,https://howlongtobeat.com/games/69815_Secret_Neighbor.jpg,69815
Guacamelee! 2,,,,,
Reigns: Game of Thrones,,,,,
Rise of Nations: Extended Edition,,,,,
Ikenfell,,,,,
Gris,,,,,
Titanfall® 2,,,,,
The Surge 2 - Windows 10,,,,,
Torment: Tides of Numenera,,,,,
Yakuza Kiwami 2 for Windows 10,,,,,
EA SPORTS™ FIFA 20,,,,,
Microsoft Flight Simulator: Standard,,,,,
MISTOVER,,,,,
Super Lucky's Tale,,,,,
Halo: Spartan Assault,,,,,
Dragon Age™ 2,,,,,
Battlefield 3™,,,,,
New Super Lucky's Tale,,,,,
Wasteland 3 (PC),,,,,
Dead Space™ Ignition,,,,,
Battlefield 1943™,,,,,
Madden NFL 16,,,,,
EA SPORTS™ UFC® 2,,,,,
Unravel Two,,,,,
FIFA 19,,,,,
Fe,,,,,
The Bard's Tale IV: Director's Cut,,,,,
Minecraft,,,,,
Dante's Inferno™,,,,,
Deliver Us The Moon,,,,,
Peggle,,,,,
Cricket 19,,,,,
Wolfenstein: Youngblood,,,,,
Titanfall,,,,,
Need for Speed™ Payback,,,,,
WORLD OF HORROR (Game Preview),,,,,
Night in the Woods,,,,,
Mass Effect™: Andromeda,,,,,
Destiny 2: Shadowkeep,,,,,
Madden NFL 18,,,,,
Mass Effect 2,,,,,
Unruly Heroes,,,,,
Minecraft Dungeons,,,,,
"The Walking Dead: Michonne - Ep. 3, What We Deserve",,,,,
KINGDOM HEARTS HD 2.8 Final Chapter Prologue,,,,,
de Blob,,,,,
DiRT 4,,,,,
PLAYERUNKNOWN'S BATTLEGROUNDS,,,,,
Tom Clancy's Rainbow Six® Siege Deluxe Edition,,,,,
EA SPORTS™ Rory McIlroy PGA TOUR®,,,,,
Yakuza 0,,,,,
Mirror's Edge™,,,,,
Perfect Dark,,,,,
Warhammer: Vermintide 2,,,,,
Fallout: New Vegas,,,,,
Fable III,,,,,
Yakuza Kiwami,,,,,
Banjo-Tooie,,,,,
A Plague Tale: Innocence,,,,,
Mortal Kombat X,,,,,
ScourgeBringer,,,,,
Gears of War: Ultimate Edition,,,,,
Fable Anniversary,,,,,
Batman™: Arkham Knight,,,,,
Bejeweled 2,,,,,
PAYDAY 2: CRIMEWAVE EDITION,,,,,
Kathy Rain,,,,,
KINGDOM HEARTS Ⅲ,,,,,
Mass Effect™ 3,,,,,
FTL: Faster Than Light,,,,,
Madden NFL 19,,,,,
Sunset Overdrive,,,,,
The Outer Worlds,,,,,
BLACK™,,,,,
Halo Wars: Definitive Edition (PC),,,,,
Stranger Things 3: The Game,,,,,
Need for Speed Rivals,,,,,
Plants vs. Zombies,,,,,
It Lurks Below,,,,,
Halo: Combat Evolved Anniversary,,,,,
STAR WARS™ Battlefront™ II,,,,,
Metro: Last Light Redux,,,,,
A Way Out,,,,,
Unravel,,,,,
Heavy Weapon,,,,,
Trailmakers,,,,,
Rocket Arena,,,,,
Hearts of Iron IV: Cadet Edition,,,,,
Day of the Tentacle Remastered,,,,,
FINAL FANTASY VIII Remastered WINDOWS EDITION,,,,,
DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,,,,,
RAGE 2 (PC),,,,,
Tetris® Effect: Connected,,,,,
Frostpunk: Console Edition,,,,,
Cities: Skylines - Windows 10 Edition,,,,,
Cities: Skylines - Xbox One Edition,,,,,
EA SPORTS™ FIFA 16,,,,,
Farming Simulator 17 - Windows 10,,,,,
SSX,,,,,
Wolfenstein: Youngblood (PC),,,,,
The Walking Dead: Michonne - The Complete Season,,,,,
Phogs,0,0,0,https://howlongtobeat.com/games/85738_Phogs.jpg,85738
Fishing Sim World®: Pro Tour,,,,,
Stellaris: Console Edition,,,,,
Destiny 2: Forsaken,,,,,
Thumper,,,,,
Halo: The Master Chief Collection,,,,,
Feeding Frenzy,,,,,
Hotline Miami,,,,,
FINAL FANTASY VII,,,,,
Yakuza 0 for Windows 10,,,,,
The Dark Pictures Anthology: Man Of Medan,,,,,
Mount & Blade: Warband PC,,,,,
TEKKEN 7,,,,,
Crysis® 3,,,,,
Out of the Park Baseball 21,0,0,0,https://howlongtobeat.com/games/80631_Out_of_the_Park_Baseball_21.jpg,80631
NBA LIVE 18: The One Edition,,,,,
Ori and the Will of the Wisps,,,,,
STAR WARS Jedi: Fallen Order™,,,,,
Planet Coaster: Console Edition,,,,,
RAGE 2,,,,,
Dead by Daylight: Special Edition,,,,,
F1® 2019 PC,,,,,
DOOM Eternal Standard Edition (PC),,,,,
Spiritfarer®,,,,,
Unto The End,0,0,0,https://howlongtobeat.com/games/49816_Unto_The_End.jpg,49816
Rare Replay,,,,,
Halo Wars 2: Standard Edition,,,,,
Fable II,,,,,
Jetpac Refuelled,,,,,
Five Nights at Freddy's: Original Series,,,,,
Totally Accurate Battle Simulator (Game Preview),,,,,
The Surge 2,,,,,
Gears of War,,,,,
